@relation LaLiga-Matches-csv

@attribute HomeTeam {'La Coruna','Sp Gijon','Ath Bilbao','Ath Madrid',Celta,Espanol,Merida,Sevilla,Valladolid,Vallecano,Zaragoza,Albacete,Barcelona,Betis,'Real Madrid',Compostela,Oviedo,Salamanca,Santander,Sociedad,Tenerife,Valencia,Hercules,Logrones,Extremadura,Mallorca,Alaves,Villareal,Malaga,Numancia,'Las Palmas',Osasuna,Villarreal,Recreativo,Murcia,Getafe,Levante,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Eibar,Cordoba,Leganes,Girona,Huesca}
@attribute AwayTeam {Valencia,Albacete,Santander,Sociedad,Compostela,Salamanca,Betis,Tenerife,Barcelona,'Real Madrid',Oviedo,Sevilla,Merida,Zaragoza,'Ath Bilbao','La Coruna',Vallecano,Celta,'Ath Madrid','Sp Gijon',Espanol,Valladolid,Extremadura,Logrones,Hercules,Mallorca,Villareal,Alaves,Malaga,Numancia,Villarreal,Osasuna,'Las Palmas',Recreativo,Murcia,Levante,Getafe,Cadiz,Gimnastic,Almeria,Xerez,Granada,Elche,Cordoba,Eibar,Leganes,Girona,Huesca}
@attribute HTHG numeric
@attribute HTAG numeric
@attribute FTR {H,A,D}

@data
Malaga,'Real Madrid',1,0,D
Sociedad,Alaves,1,0,A
'La Coruna','Las Palmas',0,0,H
Espanol,Betis,0,0,D
Mallorca,'Ath Bilbao',1,0,H
Osasuna,Villarreal,2,1,D
Vallecano,Barcelona,1,0,H
Sevilla,Zaragoza,1,1,H
Tenerife,Celta,1,0,D
Valencia,Valladolid,1,2,A
Vallecano,Alaves,0,0,H
Celta,Sociedad,0,1,H
'Las Palmas',Valencia,0,1,A
Alaves,Mallorca,0,2,A
'Ath Bilbao','La Coruna',0,0,D
Barcelona,Osasuna,0,0,A
'Real Madrid',Betis,1,0,D
Sevilla,Espanol,0,0,H
Valladolid,Malaga,0,0,D
Villarreal,Tenerife,2,0,H
Zaragoza,Vallecano,0,1,H
'La Coruna',Alaves,0,1,A
Mallorca,Celta,0,1,A
Sociedad,Villarreal,0,0,H
Vallecano,Sevilla,2,1,H
Tenerife,Barcelona,0,2,A
Betis,Valladolid,1,0,H
Espanol,'Real Madrid',1,1,H
Malaga,'Las Palmas',0,1,D
Osasuna,Zaragoza,0,0,D
Valencia,'Ath Bilbao',1,0,H
Celta,'La Coruna',0,1,A
Alaves,Valencia,1,2,A
'Ath Bilbao',Malaga,2,1,H
Barcelona,Sociedad,0,0,H
'Las Palmas',Betis,0,0,D
Vallecano,Espanol,1,0,D
Sevilla,Osasuna,0,0,D
Valladolid,'Real Madrid',0,0,H
Villarreal,Mallorca,1,0,H
Zaragoza,Tenerife,0,1,D
Mallorca,Barcelona,0,0,D
Valencia,Celta,0,0,D
Betis,'Ath Bilbao',1,1,D
'La Coruna',Villarreal,0,0,D
Espanol,Valladolid,0,0,H
Malaga,Alaves,0,0,H
Osasuna,Vallecano,0,0,H
'Real Madrid','Las Palmas',3,0,H
Sociedad,Zaragoza,2,0,H
Tenerife,Sevilla,0,1,D
'Ath Bilbao','Real Madrid',2,0,H
Barcelona,'La Coruna',1,1,H
Villarreal,Valencia,0,0,D
Alaves,Betis,0,1,A
Celta,Malaga,0,0,D
'Las Palmas',Valladolid,0,0,D
Osasuna,Espanol,0,1,D
Vallecano,Tenerife,0,0,H
Sevilla,Sociedad,0,0,A
Zaragoza,Mallorca,0,0,H
'La Coruna',Zaragoza,1,0,H
'Real Madrid',Alaves,1,1,H
Valencia,Barcelona,1,0,H
Betis,Celta,2,0,H
Espanol,'Las Palmas',0,1,H
Malaga,Villarreal,1,0,H
Mallorca,Sevilla,0,1,A
Sociedad,Vallecano,1,0,D
Tenerife,Osasuna,1,0,H
Valladolid,'Ath Bilbao',0,0,H
Celta,'Real Madrid',0,0,A
Sevilla,'La Coruna',0,0,A
Villarreal,Betis,1,1,D
Alaves,Valladolid,1,1,H
'Ath Bilbao','Las Palmas',1,0,H
Barcelona,Malaga,3,0,H
Osasuna,Sociedad,0,0,D
Vallecano,Mallorca,0,1,A
Tenerife,Espanol,1,1,D
Zaragoza,Valencia,0,1,A
Betis,Barcelona,1,0,H
'La Coruna',Vallecano,1,1,D
'Las Palmas',Alaves,1,1,H
'Real Madrid',Villarreal,1,0,H
Espanol,'Ath Bilbao',1,0,H
Malaga,Zaragoza,2,0,H
Mallorca,Osasuna,2,1,H
Sociedad,Tenerife,0,1,A
Valencia,Sevilla,0,0,H
Valladolid,Celta,1,2,A
Barcelona,'Real Madrid',0,1,D
Osasuna,'La Coruna',0,3,A
Alaves,'Ath Bilbao',2,2,A
Celta,'Las Palmas',2,0,H
Sociedad,Espanol,1,0,H
Vallecano,Valencia,1,1,H
Sevilla,Malaga,0,0,A
Tenerife,Mallorca,0,0,D
Villarreal,Valladolid,0,2,D
Zaragoza,Betis,1,0,D
Betis,Sevilla,0,0,D
'Las Palmas',Villarreal,2,2,H
Malaga,Vallecano,0,0,D
'Ath Bilbao',Celta,1,2,A
'La Coruna',Tenerife,0,1,H
Espanol,Alaves,1,0,A
Mallorca,Sociedad,0,0,A
'Real Madrid',Zaragoza,1,0,H
Valencia,Osasuna,0,0,H
Valladolid,Barcelona,1,2,A
Barcelona,'Las Palmas',1,0,D
Celta,Alaves,0,0,H
Sociedad,'La Coruna',1,0,D
Sevilla,'Real Madrid',0,1,A
Tenerife,Valencia,0,0,A
Mallorca,Espanol,1,1,H
Osasuna,Malaga,0,0,A
Vallecano,Betis,0,0,D
Villarreal,'Ath Bilbao',5,0,H
Zaragoza,Valladolid,0,0,D
'Ath Bilbao',Barcelona,0,1,A
'La Coruna',Mallorca,4,0,H
'Las Palmas',Zaragoza,0,0,D
'Real Madrid',Vallecano,2,0,H
Alaves,Villarreal,1,1,H
Betis,Osasuna,0,0,D
Espanol,Celta,1,0,H
Malaga,Tenerife,0,0,H
Valencia,Sociedad,2,0,H
Valladolid,Sevilla,1,1,D
Mallorca,Valencia,1,0,D
Barcelona,Alaves,1,0,H
'La Coruna',Espanol,3,0,H
Osasuna,'Real Madrid',2,0,H
Sociedad,Malaga,1,1,H
Vallecano,Valladolid,1,0,H
Sevilla,'Las Palmas',1,0,D
Tenerife,Betis,0,1,H
Villarreal,Celta,0,0,H
Zaragoza,'Ath Bilbao',1,1,D
Celta,Barcelona,1,0,H
'Las Palmas',Vallecano,0,0,A
'Real Madrid',Tenerife,2,1,H
Alaves,Zaragoza,1,0,H
'Ath Bilbao',Sevilla,0,0,A
Betis,Sociedad,1,0,H
Espanol,Villarreal,2,0,H
Malaga,Mallorca,0,0,D
Valencia,'La Coruna',0,0,H
Valladolid,Osasuna,0,0,H
Barcelona,Villarreal,0,1,H
Sociedad,'Real Madrid',0,0,H
Valencia,Espanol,0,1,H
'La Coruna',Malaga,1,1,D
Mallorca,Betis,0,1,A
Osasuna,'Las Palmas',2,1,H
Vallecano,'Ath Bilbao',1,0,H
Sevilla,Alaves,1,0,H
Tenerife,Valladolid,0,2,A
Zaragoza,Celta,0,0,A
Alaves,Vallecano,0,0,A
'Ath Bilbao',Osasuna,0,0,D
Barcelona,Espanol,1,0,H
Betis,'La Coruna',0,1,A
Celta,Sevilla,1,2,A
'Las Palmas',Tenerife,0,1,A
Malaga,Valencia,0,2,A
'Real Madrid',Mallorca,0,0,D
Valladolid,Sociedad,1,1,A
Villarreal,Zaragoza,2,0,H
'La Coruna','Real Madrid',1,0,H
Espanol,Malaga,0,2,A
Mallorca,Valladolid,0,1,H
Osasuna,Alaves,0,1,A
Sociedad,'Las Palmas',0,1,D
Vallecano,Celta,0,0,H
Sevilla,Villarreal,1,0,H
Tenerife,'Ath Bilbao',2,1,A
Valencia,Betis,1,0,H
Zaragoza,Barcelona,1,1,D
Santander,Valladolid,0,0,A
Barcelona,'Ath Madrid',1,1,D
'La Coruna',Betis,1,3,A
Mallorca,Valencia,0,1,A
Recreativo,Malaga,2,1,A
Sevilla,Celta,0,1,A
Sociedad,'Ath Bilbao',2,1,H
Vallecano,Alaves,1,1,D
Villarreal,Osasuna,2,0,D
'Real Madrid',Espanol,1,0,H
'Ath Bilbao',Barcelona,0,2,A
Malaga,Vallecano,0,1,H
Osasuna,'La Coruna',1,0,A
Valencia,Recreativo,1,0,H
Alaves,Santander,0,1,A
'Ath Madrid',Sevilla,0,1,D
Celta,Mallorca,2,0,H
Espanol,Sociedad,0,1,A
Valladolid,Villarreal,1,0,H
Barcelona,Espanol,0,0,H
'La Coruna',Valladolid,2,0,H
'Real Madrid',Osasuna,1,0,H
Malaga,Valencia,2,0,D
Mallorca,'Ath Madrid',0,2,A
Recreativo,Celta,0,1,A
Sevilla,'Ath Bilbao',0,0,D
Sociedad,Betis,1,2,D
Vallecano,Santander,1,1,H
Villarreal,Alaves,0,1,A
Alaves,'La Coruna',0,0,A
Betis,Barcelona,1,0,H
Valladolid,'Real Madrid',0,1,D
'Ath Bilbao',Mallorca,0,1,A
'Ath Madrid',Recreativo,1,1,D
Celta,Malaga,2,2,D
Espanol,Sevilla,0,0,D
Osasuna,Sociedad,1,1,A
Santander,Villarreal,0,0,D
Valencia,Vallecano,2,0,H
Recreativo,'Ath Bilbao',0,0,A
Barcelona,Osasuna,2,2,D
'La Coruna',Santander,0,1,A
Malaga,'Ath Madrid',1,0,H
Mallorca,Espanol,0,0,H
'Real Madrid',Alaves,2,1,H
Sevilla,Betis,0,1,D
Sociedad,Valladolid,0,0,H
Valencia,Celta,0,0,A
Vallecano,Villarreal,1,2,D
Betis,'Real Madrid',1,0,D
'Ath Madrid',Valencia,0,1,D
Santander,'Real Madrid',1,0,H
Villarreal,'La Coruna',0,1,H
Alaves,Sociedad,1,1,D
'Ath Bilbao',Malaga,1,0,D
Betis,Mallorca,0,1,A
Celta,Vallecano,0,1,A
Espanol,Recreativo,0,0,H
Osasuna,Sevilla,2,1,H
Valladolid,Barcelona,0,0,H
Barcelona,Alaves,4,0,H
Celta,'Ath Madrid',0,0,D
'Real Madrid',Villarreal,1,1,D
Recreativo,Betis,0,1,D
Valencia,'Ath Bilbao',4,0,H
Vallecano,'La Coruna',0,1,A
Malaga,Espanol,3,1,A
Mallorca,Osasuna,0,0,H
Sevilla,Valladolid,2,0,H
Sociedad,Santander,0,1,H
'Ath Madrid',Vallecano,1,0,H
'La Coruna','Real Madrid',0,0,D
Valladolid,Mallorca,1,1,A
Alaves,Sevilla,0,0,H
'Ath Bilbao',Celta,0,1,H
Betis,Malaga,0,0,H
Espanol,Valencia,0,0,A
Osasuna,Recreativo,0,0,A
Santander,Barcelona,1,0,D
Villarreal,Sociedad,0,1,A
Barcelona,Villarreal,0,0,H
Malaga,Osasuna,0,0,H
Sociedad,'La Coruna',1,1,D
Valencia,Betis,0,0,D
Vallecano,'Real Madrid',1,1,A
'Ath Madrid','Ath Bilbao',1,0,D
Celta,Espanol,1,0,H
Mallorca,Alaves,1,0,H
Recreativo,Valladolid,0,2,A
Sevilla,Santander,1,0,H
'La Coruna',Barcelona,0,0,H
Villarreal,Sevilla,0,0,H
Alaves,Recreativo,2,0,H
'Ath Bilbao',Vallecano,0,1,H
Betis,Celta,0,0,H
Espanol,'Ath Madrid',0,0,A
Osasuna,Valencia,1,0,H
'Real Madrid',Sociedad,0,0,D
Santander,Mallorca,1,1,A
Valladolid,Malaga,0,0,D
Barcelona,'Real Madrid',0,0,D
Sevilla,'La Coruna',1,0,D
Vallecano,Sociedad,0,0,D
'Ath Bilbao',Espanol,1,1,H
'Ath Madrid',Betis,1,0,H
Celta,Osasuna,0,0,D
Malaga,Alaves,0,0,D
Mallorca,Villarreal,0,1,D
Recreativo,Santander,0,1,H
Valencia,Valladolid,2,0,H
Osasuna,'Ath Madrid',0,0,H
Alaves,Valencia,0,0,D
Betis,'Ath Bilbao',0,0,H
Espanol,Vallecano,1,0,H
'La Coruna',Mallorca,1,2,D
Santander,Malaga,1,0,H
Sociedad,Barcelona,1,1,H
Valladolid,Celta,0,1,A
Villarreal,Recreativo,0,0,H
Malaga,Villarreal,0,0,D
Recreativo,'La Coruna',1,1,D
Sevilla,Sociedad,0,0,A
Valencia,Santander,1,0,H
Vallecano,Barcelona,0,0,H
'Ath Bilbao',Osasuna,1,3,A
'Ath Madrid',Valladolid,0,0,H
Celta,Alaves,2,0,H
Espanol,Betis,0,2,A
Mallorca,'Real Madrid',1,1,A
Alaves,'Ath Madrid',2,0,H
Villarreal,Valencia,0,0,A
Barcelona,Sevilla,0,1,A
Betis,Vallecano,0,1,A
'La Coruna',Malaga,0,0,H
Osasuna,Espanol,0,0,H
'Real Madrid',Recreativo,1,2,H
Santander,Celta,0,0,H
Sociedad,Mallorca,0,0,H
Valladolid,'Ath Bilbao',0,0,H
'Ath Bilbao',Alaves,1,0,H
'Ath Madrid',Santander,0,1,A
Celta,Villarreal,2,1,H
Malaga,'Real Madrid',2,0,A
Mallorca,Barcelona,0,2,A
Vallecano,Sevilla,0,0,A
Betis,Osasuna,1,0,H
Espanol,Valladolid,1,0,H
Recreativo,Sociedad,1,1,A
Valencia,'La Coruna',0,1,A
'Real Madrid',Sevilla,2,0,H
'La Coruna',Celta,1,0,H
Osasuna,Vallecano,0,1,A
Santander,'Ath Bilbao',3,1,A
Valladolid,Betis,0,0,H
Alaves,Espanol,1,1,H
Barcelona,Recreativo,2,0,H
'Real Madrid',Valencia,1,0,H
Sevilla,Mallorca,2,0,H
Sociedad,Malaga,2,1,D
Villarreal,'Ath Madrid',3,2,H
Celta,'Real Madrid',0,1,A
Valencia,Sociedad,1,0,D
'Ath Bilbao',Villarreal,0,1,A
'Ath Madrid','La Coruna',1,1,H
Betis,Alaves,1,0,D
Espanol,Santander,1,0,H
Malaga,Barcelona,0,0,D
Osasuna,Valladolid,0,1,D
Recreativo,Sevilla,0,0,D
Vallecano,Mallorca,0,0,A
Barcelona,Valencia,1,2,A
Sociedad,Celta,0,0,H
Alaves,Osasuna,1,0,D
'La Coruna','Ath Bilbao',0,0,H
Mallorca,Recreativo,0,0,D
'Real Madrid','Ath Madrid',2,1,D
Santander,Betis,0,0,A
Sevilla,Malaga,0,0,D
Vallecano,Valladolid,0,1,A
Villarreal,Espanol,0,0,D
'Ath Madrid',Sociedad,0,0,A
'Ath Bilbao','Real Madrid',0,0,D
Betis,Villarreal,1,0,H
Celta,Barcelona,0,0,H
Espanol,'La Coruna',3,1,H
Malaga,Mallorca,0,0,H
Osasuna,Santander,2,1,H
Recreativo,Vallecano,0,1,H
Valencia,Sevilla,1,0,H
Valladolid,Alaves,0,1,A
'Ath Madrid',Barcelona,1,0,H
Alaves,Vallecano,0,1,D
'Ath Bilbao',Sociedad,1,0,H
Betis,'La Coruna',0,0,A
Celta,Sevilla,0,0,A
Espanol,'Real Madrid',2,0,D
Malaga,Recreativo,0,0,H
Osasuna,Villarreal,0,1,A
Valencia,Mallorca,0,0,H
Valladolid,Santander,1,1,H
'Real Madrid',Betis,1,1,H
Villarreal,Valladolid,1,0,H
Barcelona,'Ath Bilbao',2,0,D
'La Coruna',Osasuna,0,0,D
Mallorca,Celta,0,0,A
Recreativo,Valencia,1,0,D
Santander,Alaves,1,0,H
Sevilla,'Ath Madrid',0,0,D
Sociedad,Espanol,0,0,D
Vallecano,Malaga,1,0,H
Espanol,Barcelona,0,2,A
Valencia,Malaga,0,0,H
Valladolid,'La Coruna',0,0,A
Alaves,Villarreal,0,0,H
'Ath Bilbao',Sevilla,0,0,H
'Ath Madrid',Mallorca,1,1,H
Betis,Sociedad,1,0,H
Celta,Recreativo,1,0,H
Osasuna,'Real Madrid',1,0,H
Santander,Vallecano,2,0,H
Barcelona,Betis,3,0,H
'La Coruna',Alaves,3,0,H
'Real Madrid',Valladolid,2,1,H
Malaga,Celta,0,1,D
Mallorca,'Ath Bilbao',1,1,D
Recreativo,'Ath Madrid',0,0,H
Sevilla,Espanol,1,0,H
Sociedad,Osasuna,1,0,H
Vallecano,Valencia,0,3,A
Villarreal,Santander,0,0,A
Alaves,'Real Madrid',0,2,A
'Ath Bilbao',Recreativo,0,3,A
Espanol,Mallorca,2,0,H
'Ath Madrid',Malaga,1,0,H
Betis,Sevilla,0,0,A
Celta,Valencia,1,1,D
Osasuna,Barcelona,0,0,D
Santander,'La Coruna',0,1,A
Valladolid,Sociedad,3,0,H
Villarreal,Vallecano,1,0,H
Barcelona,Valladolid,1,0,D
'La Coruna',Villarreal,2,1,H
'Real Madrid',Santander,2,0,H
Valencia,'Ath Madrid',0,0,A
Malaga,'Ath Bilbao',1,0,H
Mallorca,Betis,1,1,H
Recreativo,Espanol,0,0,D
Sevilla,Osasuna,2,0,H
Sociedad,Alaves,3,0,H
Vallecano,Celta,0,0,H
'La Coruna',Vallecano,1,0,H
Santander,Sociedad,1,1,A
Villarreal,'Real Madrid',0,0,A
Alaves,Barcelona,0,0,D
'Ath Bilbao',Valencia,1,0,H
'Ath Madrid',Celta,0,0,A
Betis,Recreativo,1,0,D
Espanol,Malaga,0,0,H
Osasuna,Mallorca,0,0,D
Valladolid,Sevilla,0,0,D
Vallecano,'Ath Madrid',0,0,D
Barcelona,Santander,3,0,H
Celta,'Ath Bilbao',1,1,H
Malaga,Betis,0,0,D
Mallorca,Valladolid,0,1,H
'Real Madrid','La Coruna',1,0,H
Recreativo,Osasuna,0,0,D
Sevilla,Alaves,1,0,H
Sociedad,Villarreal,1,0,D
Valencia,Espanol,0,1,D
Betis,Valencia,1,0,H
Espanol,Celta,0,0,D
'Real Madrid',Vallecano,0,1,H
Villarreal,Barcelona,0,0,H
Alaves,Mallorca,0,0,D
'Ath Bilbao','Ath Madrid',0,0,H
'La Coruna',Sociedad,1,1,H
Osasuna,Malaga,0,0,A
Santander,Sevilla,1,0,H
Valladolid,Recreativo,0,1,A
Barcelona,'La Coruna',2,1,A
Sevilla,Villarreal,1,1,H
'Ath Madrid',Espanol,0,1,D
Celta,Betis,1,0,H
Malaga,Valladolid,0,0,H
Mallorca,Santander,1,3,D
Recreativo,Alaves,1,0,H
Sociedad,'Real Madrid',4,1,H
Valencia,Osasuna,1,0,H
Vallecano,'Ath Bilbao',0,0,D
'Real Madrid',Barcelona,1,1,D
Valladolid,Valencia,0,0,H
Villarreal,Mallorca,1,1,D
Alaves,Malaga,0,0,A
Betis,'Ath Madrid',0,1,D
Espanol,'Ath Bilbao',0,3,D
'La Coruna',Sevilla,2,0,H
Osasuna,Celta,0,1,A
Santander,Recreativo,0,0,H
Sociedad,Vallecano,1,0,H
'Ath Bilbao',Betis,3,1,H
'Ath Madrid',Osasuna,0,1,A
Barcelona,Sociedad,2,0,H
Celta,Valladolid,0,0,D
Malaga,Santander,0,0,D
Mallorca,'La Coruna',2,0,H
Recreativo,Villarreal,1,0,H
Sevilla,'Real Madrid',1,1,A
Valencia,Alaves,1,0,H
Vallecano,Espanol,0,1,A
'Real Madrid',Mallorca,1,0,A
Sociedad,Sevilla,1,0,H
Alaves,Celta,0,0,D
Barcelona,Vallecano,0,0,H
Betis,Espanol,1,0,D
'La Coruna',Recreativo,4,0,H
Osasuna,'Ath Bilbao',0,3,A
Santander,Valencia,2,1,H
Valladolid,'Ath Madrid',1,0,H
Villarreal,Malaga,0,0,D
'Ath Bilbao',Valladolid,0,0,D
'Ath Madrid',Alaves,0,0,A
Espanol,Osasuna,0,0,D
Malaga,'La Coruna',0,1,A
Recreativo,'Real Madrid',0,0,D
Celta,Santander,1,0,D
Mallorca,Sociedad,0,2,A
Sevilla,Barcelona,0,0,D
Valencia,Villarreal,0,2,A
Vallecano,Betis,1,1,D
'La Coruna',Valencia,0,1,A
Santander,'Ath Madrid',0,0,A
Alaves,'Ath Bilbao',2,1,A
Barcelona,Mallorca,0,1,A
Osasuna,Betis,2,1,H
'Real Madrid',Malaga,3,0,H
Sevilla,Vallecano,1,0,D
Sociedad,Recreativo,1,0,H
Valladolid,Espanol,1,1,D
Villarreal,Celta,0,0,H
'Ath Bilbao',Santander,0,0,H
'Ath Madrid',Villarreal,1,2,H
Celta,'La Coruna',0,0,H
Valencia,'Real Madrid',1,1,A
Vallecano,Osasuna,0,0,D
Betis,Valladolid,0,0,D
Espanol,Alaves,1,0,H
Malaga,Sociedad,0,0,A
Mallorca,Sevilla,1,1,A
Recreativo,Barcelona,0,1,A
'Real Madrid',Celta,0,1,D
Alaves,Betis,0,0,A
Barcelona,Malaga,1,0,H
'La Coruna','Ath Madrid',1,1,H
Mallorca,Vallecano,0,0,D
Santander,Espanol,2,0,H
Sevilla,Recreativo,0,0,H
Sociedad,Valencia,1,1,D
Valladolid,Osasuna,0,2,A
Villarreal,'Ath Bilbao',1,1,D
Valladolid,Vallecano,0,0,H
'Ath Bilbao','La Coruna',2,0,H
'Ath Madrid','Real Madrid',0,3,A
Betis,Santander,2,0,H
Celta,Sociedad,1,0,H
Espanol,Villarreal,1,0,D
Malaga,Sevilla,1,1,H
Osasuna,Alaves,1,1,H
Recreativo,Mallorca,0,1,D
Valencia,Barcelona,0,1,A
Alaves,Valladolid,0,1,D
'La Coruna',Espanol,0,1,H
Mallorca,Malaga,0,0,H
Santander,Osasuna,1,2,A
Sevilla,Valencia,0,2,A
Vallecano,Recreativo,0,0,D
Barcelona,Celta,1,0,H
'Real Madrid','Ath Bilbao',2,1,H
Sociedad,'Ath Madrid',0,0,H
Villarreal,Betis,1,2,A
Albacete,Osasuna,0,1,A
'Ath Bilbao',Barcelona,0,1,A
Espanol,Sociedad,1,0,D
Malaga,Villarreal,0,0,D
'Real Madrid',Betis,1,1,H
Valencia,Valladolid,0,1,D
Celta,Murcia,1,0,D
Santander,Mallorca,1,0,H
Sevilla,'Ath Madrid',1,0,H
Zaragoza,'La Coruna',0,0,A
Osasuna,Valencia,0,0,A
Sociedad,Celta,1,0,D
Villarreal,'Real Madrid',0,0,D
'Ath Madrid',Albacete,0,0,H
Barcelona,Sevilla,0,1,D
Betis,Espanol,2,0,D
'La Coruna','Ath Bilbao',1,0,H
Mallorca,Zaragoza,1,0,H
Murcia,Santander,1,1,D
Valladolid,Malaga,1,0,H
Celta,Betis,0,1,A
'Real Madrid',Valladolid,3,0,H
Santander,Sociedad,0,1,A
Sevilla,'La Coruna',0,1,A
Albacete,Barcelona,0,1,A
'Ath Bilbao',Mallorca,2,0,H
Espanol,Villarreal,1,1,A
Osasuna,'Ath Madrid',1,0,H
Valencia,Malaga,1,0,H
Zaragoza,Murcia,3,0,H
'Ath Madrid',Valencia,0,0,A
Barcelona,Osasuna,0,0,D
Betis,Santander,0,0,D
'La Coruna',Albacete,0,0,H
Malaga,'Real Madrid',0,1,A
Mallorca,Sevilla,1,1,D
Murcia,'Ath Bilbao',1,1,D
Sociedad,Zaragoza,0,0,H
Valladolid,Espanol,2,1,H
Villarreal,Celta,0,0,D
'Ath Bilbao',Sociedad,0,0,H
Celta,Valladolid,0,1,H
Osasuna,'La Coruna',3,1,H
Valencia,'Real Madrid',1,0,H
Albacete,Mallorca,1,0,H
'Ath Madrid',Barcelona,0,0,D
Espanol,Malaga,0,1,A
Santander,Villarreal,0,0,A
Sevilla,Murcia,0,0,H
Zaragoza,Betis,0,0,A
Betis,'Ath Bilbao',0,0,D
'La Coruna','Ath Madrid',2,1,H
Villarreal,Zaragoza,1,1,D
Barcelona,Valencia,0,1,A
Malaga,Celta,1,0,H
Mallorca,Osasuna,0,0,D
Murcia,Albacete,1,0,H
'Real Madrid',Espanol,0,0,H
Sociedad,Sevilla,1,1,D
Valladolid,Santander,0,1,A
Albacete,Sociedad,0,0,H
Barcelona,'La Coruna',0,1,A
Celta,'Real Madrid',0,1,A
'Ath Bilbao',Villarreal,0,0,H
'Ath Madrid',Mallorca,1,1,H
Osasuna,Murcia,1,1,H
Santander,Malaga,0,1,H
Sevilla,Betis,0,0,D
Valencia,Espanol,3,0,H
Zaragoza,Valladolid,1,0,H
'La Coruna',Valencia,1,0,H
Malaga,Zaragoza,2,0,H
'Real Madrid',Santander,1,1,H
Betis,Albacete,2,1,H
Espanol,Celta,0,1,A
Mallorca,Barcelona,0,2,A
Murcia,'Ath Madrid',0,2,A
Sociedad,Osasuna,0,0,H
Valladolid,'Ath Bilbao',1,0,H
Villarreal,Sevilla,1,2,D
Zaragoza,'Real Madrid',0,0,D
Albacete,Villarreal,0,0,H
'Ath Bilbao',Malaga,0,1,H
Barcelona,Murcia,1,0,H
'La Coruna',Mallorca,0,0,A
Osasuna,Betis,0,0,H
Santander,Espanol,0,0,A
Sevilla,Valladolid,1,0,D
Valencia,Celta,1,0,D
'Ath Madrid',Sociedad,1,0,H
Celta,Santander,0,1,A
Murcia,'La Coruna',0,0,D
'Real Madrid','Ath Bilbao',1,0,H
Betis,'Ath Madrid',1,1,A
Espanol,Zaragoza,0,2,A
Malaga,Sevilla,2,0,H
Mallorca,Valencia,0,3,A
Sociedad,Barcelona,0,1,D
Valladolid,Albacete,1,0,H
Villarreal,Osasuna,1,0,H
'Ath Bilbao',Espanol,1,0,H
'La Coruna',Sociedad,0,1,H
Zaragoza,Celta,1,1,D
Albacete,Malaga,0,0,A
'Ath Madrid',Villarreal,0,0,H
Barcelona,Betis,1,0,H
Mallorca,Murcia,3,1,H
Osasuna,Valladolid,1,1,D
Sevilla,'Real Madrid',4,0,H
Valencia,Santander,1,1,A
Betis,'La Coruna',0,0,D
Sociedad,Mallorca,0,1,A
Villarreal,Barcelona,1,0,H
Celta,'Ath Bilbao',0,0,A
Espanol,Sevilla,0,0,H
Malaga,Osasuna,0,0,D
Murcia,Valencia,1,1,D
'Real Madrid',Albacete,1,1,H
Santander,Zaragoza,1,1,A
Valladolid,'Ath Madrid',2,1,H
'Ath Madrid',Malaga,1,0,H
Murcia,Sociedad,0,1,D
Osasuna,'Real Madrid',1,0,D
Valencia,Zaragoza,3,0,H
Albacete,Espanol,1,1,H
'Ath Bilbao',Santander,1,1,A
Barcelona,Valladolid,0,0,D
'La Coruna',Villarreal,0,0,A
Mallorca,Betis,1,1,H
Sevilla,Celta,0,1,A
Sociedad,Valencia,0,0,D
Betis,Murcia,0,0,D
Celta,Albacete,1,1,D
Espanol,Osasuna,0,0,A
Malaga,Barcelona,2,0,H
'Real Madrid','Ath Madrid',2,0,H
Valladolid,'La Coruna',0,0,D
Villarreal,Mallorca,0,0,A
Santander,Sevilla,0,3,A
Zaragoza,'Ath Bilbao',1,2,D
Barcelona,'Real Madrid',0,1,A
'La Coruna',Malaga,0,0,H
Osasuna,Celta,1,1,H
Sociedad,Betis,0,2,A
Albacete,Santander,1,0,H
'Ath Madrid',Espanol,1,0,H
Mallorca,Valladolid,1,0,H
Murcia,Villarreal,1,0,D
Sevilla,Zaragoza,1,2,H
Valencia,'Ath Bilbao',1,0,H
Celta,'Ath Madrid',2,1,D
Espanol,Barcelona,1,3,A
Villarreal,Sociedad,2,0,H
'Ath Bilbao',Sevilla,2,1,H
Betis,Valencia,0,1,A
Malaga,Mallorca,1,1,H
'Real Madrid','La Coruna',1,0,H
Santander,Osasuna,0,0,D
Valladolid,Murcia,0,0,D
Zaragoza,Albacete,0,0,A
'Ath Madrid',Santander,0,0,D
Sociedad,Valladolid,1,1,A
Valencia,Sevilla,0,0,H
Albacete,'Ath Bilbao',1,1,D
Barcelona,Celta,0,1,D
Betis,Villarreal,0,0,A
'La Coruna',Espanol,1,1,H
Mallorca,'Real Madrid',1,1,A
Murcia,Malaga,1,1,A
Osasuna,Zaragoza,0,1,A
Celta,'La Coruna',0,2,A
'Real Madrid',Murcia,1,0,H
Zaragoza,'Ath Madrid',0,0,D
'Ath Bilbao',Osasuna,1,1,D
Espanol,Mallorca,1,0,H
Malaga,Sociedad,1,2,A
Santander,Barcelona,0,0,H
Sevilla,Albacete,1,0,H
Valencia,Villarreal,0,1,H
Valladolid,Betis,0,0,D
Albacete,Valencia,0,1,A
